R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10383D+01   0.6042   0.0000   10.572   1.5636 0.24160D-08  1  0   27.98   23.320  0.01315  270.85  270.25    7.843   58.675    7.30   843.37
 0.10406D+01   0.6036   0.0000   10.648   1.4524 0.22682D-08  1  0   27.61   23.069  0.01312  270.88  269.63   10.279   57.408    7.46   844.32
 0.10429D+01   0.6029   0.0000   10.729   1.3403 0.20577D-08  1  0   28.06   23.472  0.01316  270.84  268.98   12.501   55.898    7.66   845.27
 0.10451D+01   0.6022   0.0000   10.814   1.2291 0.18095D-08  1  0   29.26   24.494  0.01327  270.72  268.31   14.496   54.183    7.89   846.22
 0.10474D+01   0.6015   0.0000   10.903   1.1203 0.15495D-08  1  0   31.17   26.099  0.01344  270.55  267.59   16.267   52.313    8.15   847.17
 0.10497D+01   0.6008   0.0000   10.996   1.0153 0.12991D-08  1  0   33.74   28.252  0.01368  270.31  266.84   17.824   50.343    8.45   848.11
 0.10519D+01   0.6001   0.0000   11.091   0.9154 0.10722D-08  1  0   36.93   30.912  0.01399  270.01  266.04   19.184   48.325    8.77   849.06
 0.10542D+01   0.5994   0.0000   11.189   0.8214 0.87580D-09  1  0   40.67   34.029  0.01437  269.66  265.19   20.361   46.308    9.11   850.00
 0.10565D+01   0.5987   0.0000   11.288   0.7342 0.71105D-09  1  0   44.89   37.548  0.01481  269.25  264.31   21.369   44.330    9.48   850.94
 0.10587D+01   0.5981   0.0000   11.387   0.6543 0.57599D-09  1  0   49.53   41.410  0.01534  268.80  263.39   22.217   42.420    9.85   851.88
 0.10610D+01   0.5974   0.0000   11.486   0.5820 0.46700D-09  1  0   54.50   45.552  0.01594  268.30  262.44   22.914   40.601   10.23   852.82
 0.10633D+01   0.5967   0.0000   11.585   0.5174 0.38001D-09  1  0   59.74   49.913  0.01662  267.75  261.48   23.466   38.888   10.62   853.76
 0.10655D+01   0.5960   0.0000   11.681   0.4606 0.31113D-09  1  0   65.16   54.431  0.01738  267.18  260.52   23.881   37.288   11.01   854.70
 0.10678D+01   0.5953   0.0000   11.776   0.4114 0.25691D-09  1  0   70.71   59.049  0.01823  266.57  259.56   24.165   35.806   11.38   855.64
 0.10701D+01   0.5946   0.0000   11.868   0.3695 0.21448D-09  1  0   76.31   63.712  0.01917  265.93  258.61   24.324   34.445   11.75   856.57
 0.10724D+01   0.5940   0.0000   11.957   0.3345 0.18148D-09  1  0   81.91   68.370  0.02021  265.27  257.69   24.366   33.201   12.11   857.51
 0.10746D+01   0.5933   0.0000   12.043   0.3060 0.15603D-09  1  0   87.45   72.978  0.02135  264.58  256.79   24.298   32.073   12.44   858.44
 0.10769D+01   0.5926   0.0000   12.125   0.2837 0.13664D-09  1  0   92.88   77.495  0.02258  263.89  255.94   24.126   31.057   12.75   859.38
 0.10792D+01   0.5919   0.0000   12.203   0.2673 0.12218D-09  1  0   98.16   81.885  0.02392  263.18  255.14   23.856   30.149   13.04   860.31
 0.10814D+01   0.5913   0.0000   12.277   0.2564 0.11175D-09  1  0  103.25   86.115  0.02536  262.46  254.38   23.492   29.346   13.30   861.24
 0.10837D+01   0.5906   0.0000   12.346   0.2508 0.10469D-09  1  0  108.11   90.155  0.02690  261.74  253.69   23.038   28.645   13.53   862.17
 0.10860D+01   0.5899   0.0000   12.410   0.2505 0.10054D-09  1  0  112.71   93.980  0.02853  261.02  253.06   22.494   28.048   13.72   863.10
 0.10882D+01   0.5892   0.0000   12.468   0.2553 0.98957D-10  1  0  117.03   97.565  0.03023  260.31  252.52   21.863   27.554   13.87   864.02
 0.10905D+01   0.5886   0.0000   12.518   0.2655 0.99722D-10  1  0  121.03  100.887  0.03200  259.61  252.06   21.142   27.168   13.98   864.95
 0.10928D+01   0.5879   0.0000   12.559   0.2812 0.10272D-09  1  0  124.69  103.927  0.03380  258.93  251.70   20.331   26.896   14.03   865.87
 0.10951D+01   0.5872   0.0000   12.589   0.3026 0.10792D-09  1  0  128.00  106.662  0.03559  258.29  251.45   19.427   26.746   14.02   866.80
 0.10973D+01   0.5866   0.0000   12.607   0.3302 0.11533D-09  1  0  130.91  109.074  0.03733  257.69  251.32   18.430   26.727   13.96   867.72
 0.10996D+01   0.5859   0.0000   12.609   0.3643 0.12503D-09  1  0  133.43  111.145  0.03896  257.14  251.34   17.336   26.852   13.82   868.64
 0.11019D+01   0.5852   0.0000   12.593   0.4053 0.13714D-09  1  0  135.51  112.856  0.04041  256.67  251.50   16.147   27.131   13.63   869.56
 0.11041D+01   0.5846   0.0000   12.558   0.4535 0.15180D-09  1  0  137.15  114.190  0.04162  256.29  251.81   14.863   27.577   13.36   870.48
 0.11064D+01   0.5839   0.0000   12.501   0.5092 0.16918D-09  1  0  138.32  115.131  0.04252  256.01  252.29   13.486   28.200   13.03   871.40
 0.11087D+01   0.5832   0.0000   12.423   0.5727 0.18945D-09  1  0  139.02  115.664  0.04304  255.85  252.94   12.021   29.008   12.65   872.32
 0.11110D+01   0.5826   0.0000   12.323   0.6439 0.21283D-09  1  0  139.22  115.774  0.04315  255.82  253.74   10.473   30.006   12.23   873.24
 0.11132D+01   0.5819   0.0000   12.203   0.7228 0.23953D-09  1  0  138.92  115.447  0.04283  255.92  254.68    8.848   31.194   11.77   874.15
 0.11155D+01   0.5812   0.0000   12.068   0.8091 0.26980D-09  1  0  138.11  114.667  0.04207  256.15  255.76    7.156   32.566   11.30   875.07
 0.11178D+01   0.5806   0.0000   11.920   0.9022 0.30389D-09  1  0  136.70  113.422  0.04092  256.51  256.95    5.406   34.111   10.82   875.98
 0.11200D+01   0.5799   0.0000   11.764   1.0013 0.34212D-09  1  0  134.62  111.698  0.03942  256.99  258.23    3.610   35.814   10.35   876.90
 0.11223D+01   0.5793   0.0000   11.604   1.1057 0.38486D-09  1  0  131.95  109.482  0.03764  257.58  259.57    1.784   37.652    9.90   877.81
 0.11246D+01   0.5786   0.0000   11.444   1.2140 0.43256D-09  1  0  128.67  106.765  0.03566  258.26  262.49    0.000   39.648    8.91   878.72
 0.11268D+01   0.5780   0.0000   11.288   1.3250 0.48576D-09  1  0  124.79  103.542  0.03356  259.02  264.30    0.000   43.272    8.41   879.63
 0.11291D+01   0.5773   0.0000   11.169   1.4371 0.54356D-09  1  0  120.68  100.136  0.03158  259.77  266.04    0.000   46.931    7.96   880.54
 0.11314D+01   0.5766   0.0000   11.087   1.5486 0.60483D-09  1  0  116.61   96.758  0.02983  260.47  267.65    0.000   50.572    7.57   881.44
 0.11337D+01   0.5760   0.0000   11.023   1.6577 0.66926D-09  1  0  112.56   93.399  0.02827  261.13  269.15    0.000   54.135    7.23   882.35
 0.11359D+01   0.5753   0.0000   10.970   1.7626 0.73644D-09  1  0  108.53   90.053  0.02686  261.76  270.50    0.000   57.561    6.95   883.26
 0.11382D+01   0.5747   0.0000   10.925   1.8614 0.80589D-09  1  0    9.66   86.718  0.02558  262.36  271.71   -0.171   60.636    6.92   884.16
 0.11405D+01   0.5740   0.0000   10.887   1.9524 0.87704D-09  1  1   86.58   83.396  0.02442  262.93  272.76   -1.124   62.752    6.72   885.06
 0.11427D+01   0.5734   0.0000   10.836   2.0337 0.95187D-09  1  1   88.29   79.857  0.02328  263.51  273.65   -2.015   64.603    6.57   885.97
 0.11450D+01   0.5727   0.0000   10.779   2.1039 0.10315D-08  1  1   85.94   76.045  0.02217  264.11  274.36   -2.831   66.147    6.46   886.87
 0.11473D+01   0.5721   0.0000   10.721   2.1615 0.11166D-08  1  1   82.27   71.988  0.02109  264.73  274.88   -3.558   67.353    6.38   887.77
 0.11495D+01   0.5714   0.0000   10.666   2.2054 0.12077D-08  1  1   77.90   67.718  0.02006  265.36  275.21   -4.176   68.202    6.34   888.67
 0.11518D+01   0.5708   0.0000   10.615   2.2347 0.13059D-08  1  1   73.11   63.276  0.01908  265.99  275.34   -4.666   68.684    6.34   889.56
 0.11541D+01   0.5701   0.0000   10.569   2.2487 0.14121D-08  1  1   68.03   58.709  0.01817  266.61  275.27   -5.000   68.807    6.37   890.46
 0.11563D+01   0.5695   0.0000   10.529   2.2472 0.15275D-08  1  1   62.80   54.076  0.01732  267.22  275.00   -5.152   68.589    6.44   891.36
 0.11586D+01   0.5688   0.0000   10.497   2.2303 0.16530D-08  1  1   57.51   49.445  0.01654  267.81  274.55   -5.090   68.063    6.53   892.25
 0.11609D+01   0.5682   0.0000   10.475   2.1982 0.17890D-08  1  1   52.28   44.895  0.01584  268.38  273.93   -4.785   67.274    6.65   893.15
 0.11632D+01   0.5676   0.0000   10.462   2.1516 0.19351D-08  1  1   47.24   40.512  0.01521  268.90  273.17   -4.207   66.276    6.79   894.04
 0.11654D+01   0.5669   0.0000   10.460   2.0915 0.20885D-08  1  1   42.49   36.390  0.01466  269.39  272.28   -3.333   65.125    6.95   894.93
 0.11677D+01   0.5663   0.0000   10.469   2.0191 0.22439D-08  1  1   38.22   32.618  0.01419  269.82  271.32   -2.150   63.878    7.12   895.82
 0.11700D+01   0.5656   0.0000   10.485   1.9358 0.23978D-08  1  0   34.94   29.201  0.01379  270.21  270.31   -0.655   62.588    7.30   896.71
 0.11722D+01   0.5650   0.0000   10.517   1.8432 0.25260D-08  1  0   31.75   26.345  0.01347  270.52  271.73    0.929   61.094    6.98   897.60
 0.11745D+01   0.5643   0.0000   10.567   1.7431 0.25937D-08  1  0   29.20   24.230  0.01324  270.75  271.21    3.727   60.537    7.06   898.49
 0.11768D+01   0.5637   0.0000   10.631   1.6373 0.25779D-08  1  0   27.51   22.878  0.01310  270.90  270.64    6.429   59.711    7.17   899.38
 0.11790D+01   0.5631   0.0000   10.701   1.5276 0.24731D-08  1  0   26.64   22.241  0.01303  270.97  270.05    8.975   58.608    7.31   900.27
 0.11813D+01   0.5624   0.0000   10.778   1.4158 0.22891D-08  1  0   26.63   22.272  0.01304  270.96  269.43   11.321   57.238    7.49   901.15
 0.11836D+01   0.5618   0.0000   10.859   1.3039 0.20480D-08  1  0   27.39   22.935  0.01311  270.89  268.78   13.443   55.632    7.70   902.03
 0.11859D+01   0.5612   0.0000   10.944   1.1933 0.17781D-08  1  0   28.89   24.195  0.01324  270.76  268.10   15.336   53.834    7.94   902.92
 0.11881D+01   0.5605   0.0000   11.032   1.0856 0.15060D-08  1  0   31.07   26.020  0.01344  270.56  267.38   17.008   51.898    8.22   903.80
 0.11904D+01   0.5599   0.0000   11.124   0.9821 0.12513D-08  1  0   33.88   28.373  0.01370  270.30  266.61   18.473   49.882    8.53   904.68
 0.11927D+01   0.5593   0.0000   11.218   0.8840 0.10257D-08  1  0   37.29   31.213  0.01403  269.98  265.80   19.749   47.838    8.86   905.56
 0.11949D+01   0.5586   0.0000   11.314   0.7922 0.83363D-09  1  0   41.22   34.489  0.01442  269.61  264.95   20.850   45.810    9.21   906.44
 0.11972D+01   0.5580   0.0000   11.412   0.7073 0.67457D-09  1  0   45.60   38.145  0.01489  269.18  264.06   21.788   43.835    9.58   907.32
 0.11995D+01   0.5574   0.0000   11.509   0.6298 0.54539D-09  1  0   50.38   42.121  0.01544  268.71  263.13   22.573   41.940    9.95   908.20
 0.12018D+01   0.5567   0.0000   11.606   0.5601 0.44189D-09  1  0   55.46   46.354  0.01606  268.20  262.18   23.211   40.143   10.34   909.07
 0.12040D+01   0.5561   0.0000   11.702   0.4981 0.35972D-09  1  0   60.78   50.784  0.01676  267.64  261.22   23.709   38.457   10.73   909.95
 0.12063D+01   0.5555   0.0000   11.796   0.4438 0.29493D-09  1  0   66.27   55.351  0.01754  267.06  260.26   24.073   36.889   11.11   910.82
 0.12086D+01   0.5549   0.0000   11.888   0.3969 0.24411D-09  1  0   71.85   59.998  0.01842  266.44  259.31   24.311   35.441   11.48   911.69
 0.12108D+01   0.5542   0.0000   11.977   0.3573 0.20447D-09  1  0   77.47   64.672  0.01938  265.79  258.37   24.427   34.114   11.85   912.57
 0.12131D+01   0.5536   0.0000   12.064   0.3245 0.17374D-09  1  0   83.06   69.327  0.02044  265.13  257.46   24.430   32.905   12.20   913.44
 0.12154D+01   0.5530   0.0000   12.147   0.2981 0.15015D-09  1  0   88.58   73.917  0.02159  264.44  256.58   24.326   31.812   12.52   914.31
 0.12176D+01   0.5524   0.0000   12.226   0.2778 0.13229D-09  1  0   93.97   78.404  0.02285  263.74  255.75   24.121   30.829   12.83   915.18
 0.12199D+01   0.5517   0.0000   12.301   0.2632 0.11909D-09  1  0   99.20   82.753  0.02420  263.03  254.96   23.819   29.955   13.11   916.05
 0.12222D+01   0.5511   0.0000   12.372   0.2540 0.10972D-09  1  0  104.23   86.932  0.02566  262.32  254.23   23.426   29.185   13.36   916.91
 0.12245D+01   0.5505   0.0000   12.437   0.2502 0.10359D-09  1  0  109.02   90.914  0.02721  261.60  253.56   22.943   28.518   13.57   917.78
 0.12267D+01   0.5499   0.0000   12.497   0.2515 0.10025D-09  1  0  113.54   94.673  0.02884  260.89  252.96   22.373   27.955   13.75   918.65
 0.12290D+01   0.5493   0.0000   12.551   0.2581 0.99420D-10  1  0  117.77   98.185  0.03055  260.18  252.44   21.714   27.496   13.88   919.51
 0.12313D+01   0.5486   0.0000   12.596   0.2700 0.10090D-09  1  0  121.68  101.428  0.03230  259.49  252.02   20.967   27.148   13.97   920.37
 0.12335D+01   0.5480   0.0000   12.633   0.2875 0.10461D-09  1  0  125.25  104.383  0.03408  258.83  251.69   20.128   26.915   14.00   921.24
 0.12358D+01   0.5474   0.0000   12.658   0.3109 0.11052D-09  1  0  128.44  107.028  0.03584  258.20  251.49   19.196   26.808   13.98   922.10
 0.12381D+01   0.5468   0.0000   12.669   0.3406 0.11868D-09  1  0  131.25  109.344  0.03753  257.62  251.41   18.170   26.836   13.89   922.96
 0.12403D+01   0.5462   0.0000   12.665   0.3769 0.12917D-09  1  0  133.64  111.313  0.03910  257.10  251.47   17.047   27.010   13.74   923.82
 0.12426D+01   0.5456   0.0000   12.642   0.4202 0.14212D-09  1  0  135.59  112.917  0.04047  256.66  251.68   15.828   27.342   13.52   924.68
 0.12449D+01   0.5449   0.0000   12.600   0.4708 0.15767D-09  1  0  137.10  114.139  0.04157  256.31  252.04   14.514   27.845   13.23   925.53
 0.12471D+01   0.5443   0.0000   12.536   0.5291 0.17600D-09  1  0  138.14  114.963  0.04236  256.06  252.58   13.108   28.526   12.89   926.39
 0.12494D+01   0.5437   0.0000   12.450   0.5951 0.19731D-09  1  0  138.69  115.373  0.04275  255.94  253.27   11.614   29.394   12.50   927.25
 0.12517D+01   0.5431   0.0000   12.344   0.6688 0.22180D-09  1  0  138.74  115.354  0.04274  255.95  254.11   10.039   30.452   12.06   928.10
 0.12540D+01   0.5425   0.0000   12.219   0.7502 0.24970D-09  1  0  138.28  114.892  0.04229  256.09  255.10    8.388   31.697   11.60   928.95
 0.12562D+01   0.5419   0.0000   12.079   0.8387 0.28125D-09  1  0  137.32  113.972  0.04142  256.36  256.21    6.673   33.124   11.13   929.81
 0.12585D+01   0.5413   0.0000   11.927   0.9339 0.31675D-09  1  0  135.68  112.581  0.04017  256.75  257.42    4.903   34.719   10.65   930.66
 0.12608D+01   0.5407   0.0000   11.769   1.0348 0.35651D-09  1  0  133.42  110.704  0.03860  257.26  258.72    3.091   36.464   10.19   931.51
 0.12630D+01   0.5401   0.0000   11.609   1.1406 0.40094D-09  1  0  130.56  108.331  0.03678  257.88  260.08    1.255   38.337    9.75   932.36
 0.12653D+01   0.5395   0.0000   11.450   1.2500 0.45052D-09  1  0  127.09  105.453  0.03477  258.58  263.11    0.000   40.822    8.74   933.21
 0.12676D+01   0.5389   0.0000   11.298   1.3615 0.50571D-09  1  0  123.05  102.100  0.03269  259.34  264.90    0.000   44.463    8.26   934.06
 0.12698D+01   0.5383   0.0000   11.193   1.4736 0.56500D-09  1  0  118.94   98.687  0.03081  260.08  266.60    0.000   48.123    7.83   934.90
 0.12721D+01   0.5376   0.0000   11.116   1.5845 0.62773D-09  1  0  114.86   95.300  0.02913  260.76  268.17    0.000   51.745    7.46   935.75
 0.12744D+01   0.5370   0.0000   11.054   1.6924 0.69355D-09  1  0  110.79   91.929  0.02763  261.41  269.62    0.000   55.270    7.14   936.59
 0.12767D+01   0.5364   0.0000   11.003   1.7955 0.76203D-09  1  0  106.75   88.571  0.02627  262.03  270.92    0.000   58.638    6.87   937.44
 0.12789D+01   0.5358   0.0000   10.959   1.8920 0.83269D-09  1  1   70.62   85.224  0.02504  262.62  272.08   -0.479   61.360    6.85   938.28
 0.12812D+01   0.5352   0.0000   10.917   1.9800 0.90542D-09  1  1   87.58   81.843  0.02391  263.19  273.07   -1.418   63.389    6.67   939.12
 0.12835D+01   0.5346   0.0000   10.862   2.0579 0.98253D-09  1  1   87.27   78.201  0.02279  263.78  273.90   -2.291   65.139    6.53   939.97
 0.12857D+01   0.5340   0.0000   10.803   2.1241 0.10648D-08  1  1   84.35   74.293  0.02169  264.38  274.55   -3.084   66.571    6.43   940.81
 0.12880D+01   0.5334   0.0000   10.745   2.1774 0.11529D-08  1  1   80.38   70.149  0.02064  265.01  275.00   -3.782   67.658    6.37   941.65
 0.12903D+01   0.5328   0.0000   10.690   2.2166 0.12476D-08  1  1   75.84   65.804  0.01963  265.63  275.26   -4.365   68.384    6.35   942.48
 0.12926D+01   0.5322   0.0000   10.639   2.2410 0.13500D-08  1  1   70.92   61.300  0.01868  266.26  275.32   -4.810   68.744    6.35   943.32
 0.12948D+01   0.5317   0.0000   10.594   2.2500 0.14612D-08  1  1   65.76   56.691  0.01779  266.88  275.18   -5.090   68.751    6.40   944.16
 0.12971D+01   0.5311   0.0000   10.556   2.2434 0.15825D-08  1  1   60.48   52.038  0.01697  267.48  274.84   -5.176   68.428    6.47   944.99
 0.12994D+01   0.5305   0.0000   10.526   2.2215 0.17147D-08  1  1   55.19   47.414  0.01622  268.07  274.33   -5.037   67.812    6.57   945.83
 0.13016D+01   0.5299   0.0000   10.505   2.1846 0.18582D-08  1  1   50.00   42.900  0.01555  268.62  273.65   -4.642   66.952    6.70   946.66
 0.13039D+01   0.5293   0.0000   10.495   2.1335 0.20120D-08  1  1   45.04   38.587  0.01495  269.13  272.84   -3.964   65.904    6.85   947.50
 0.13062D+01   0.5287   0.0000   10.496   2.0692 0.21724D-08  1  1   40.44   34.571  0.01443  269.60  271.92   -2.981   64.725    7.01   948.33
 0.13084D+01   0.5281   0.0000   10.507   1.9931 0.23336D-08  1  1   36.41   30.926  0.01399  270.01  270.94   -1.684   63.472    7.18   949.16
 0.13107D+01   0.5275   0.0000   10.527   1.9066 0.24884D-08  1  0   33.37   27.685  0.01362  270.37  269.92   -0.075   62.192    7.36   949.99
 0.13130D+01   0.5269   0.0000   10.565   1.8113 0.26043D-08  1  0   30.24   25.090  0.01333  270.66  271.57    1.995   61.085    6.99   950.82
 0.13153D+01   0.5263   0.0000   10.621   1.7091 0.26461D-08  1  0   28.05   23.273  0.01314  270.86  271.03    4.765   60.441    7.08   951.65
 0.13175D+01   0.5257   0.0000   10.686   1.6018 0.25984D-08  1  0   26.64   22.198  0.01303  270.97  270.45    7.416   59.519    7.20   952.47
 0.13198D+01   0.5251   0.0000   10.758   1.4913 0.24608D-08  1  0   26.11   21.816  0.01299  271.01  269.85    9.892   58.319    7.35   953.30
 0.13221D+01   0.5246   0.0000   10.835   1.3793 0.22486D-08  1  0   26.39   22.084  0.01302  270.99  269.22   12.155   56.857    7.54   954.13
 0.13243D+01   0.5240   0.0000   10.916   1.2676 0.19881D-08  1  0   27.42   22.968  0.01311  270.89  268.56   14.190   55.171    7.76   954.95
 0.13266D+01   0.5234   0.0000   11.001   1.1578 0.17085D-08  1  0   29.17   24.435  0.01326  270.73  267.87   15.997   53.310    8.02   955.77
 0.13289D+01   0.5228   0.0000   11.089   1.0513 0.14349D-08  1  0   31.58   26.454  0.01348  270.51  267.14   17.587   51.331    8.31   956.60
 0.13311D+01   0.5222   0.0000   11.180   0.9495 0.11847D-08  1  0   34.61   28.985  0.01377  270.23  266.36   18.978   49.289    8.62   957.42
 0.13334D+01   0.5216   0.0000   11.274   0.8534 0.96674D-09  1  0   38.21   31.985  0.01412  269.89  265.54   20.186   47.236    8.96   958.24
 0.13357D+01   0.5211   0.0000   11.370   0.7637 0.78342D-09  1  0   42.31   35.402  0.01454  269.50  264.68   21.225   45.215    9.32   959.06
 0.13379D+01   0.5205   0.0000   11.466   0.6812 0.63297D-09  1  0   46.84   39.179  0.01503  269.06  263.77   22.106   43.257    9.69   959.88
 0.13402D+01   0.5199   0.0000   11.562   0.6063 0.51158D-09  1  0   51.74   43.254  0.01560  268.58  262.84   22.836   41.387   10.07   960.70
 0.13425D+01   0.5193   0.0000   11.658   0.5390 0.41476D-09  1  0   56.91   47.566  0.01624  268.05  261.89   23.424   39.621   10.46   961.51
 0.13448D+01   0.5187   0.0000   11.752   0.4795 0.33816D-09  1  0   62.31   52.054  0.01697  267.48  260.93   23.874   37.969   10.84   962.33
 0.13470D+01   0.5182   0.0000   11.844   0.4277 0.27792D-09  1  0   67.84   56.659  0.01778  266.88  259.97   24.194   36.437   11.23   963.14
 0.13493D+01   0.5176   0.0000   11.934   0.3832 0.23078D-09  1  0   73.45   61.327  0.01868  266.26  259.02   24.389   35.026   11.60   963.96
 0.13516D+01   0.5170   0.0000   12.021   0.3459 0.19410D-09  1  0   79.07   66.007  0.01967  265.61  258.09   24.466   33.736   11.96   964.77
 0.13538D+01   0.5164   0.0000   12.105   0.3152 0.16575D-09  1  0   84.65   70.650  0.02076  264.93  257.19   24.432   32.564   12.30   965.59
 0.13561D+01   0.5159   0.0000   12.186   0.2908 0.14408D-09  1  0   90.14   75.217  0.02194  264.24  256.33   24.293   31.506   12.62   966.40
 0.13584D+01   0.5153   0.0000   12.263   0.2724 0.12778D-09  1  0   95.49   79.668  0.02323  263.54  255.51   24.055   30.558   12.92   967.21
 0.13606D+01   0.5147   0.0000   12.335   0.2596 0.11586D-09  1  0  100.67   83.971  0.02461  262.83  254.74   23.723   29.717   13.19   968.02
 0.13629D+01   0.5141   0.0000   12.403   0.2522 0.10757D-09  1  0  105.63   88.095  0.02609  262.11  254.03   23.300   28.980   13.42   968.83
 0.13652D+01   0.5136   0.0000   12.466   0.2500 0.10237D-09  1  0  110.34   92.013  0.02767  261.40  253.38   22.789   28.347   13.63   969.63
 0.13675D+01   0.5130   0.0000   12.523   0.2531 0.99860D-10  1  0  114.78   95.700  0.02932  260.68  252.81   22.190   27.817   13.79   970.44
 0.13697D+01   0.5124   0.0000   12.573   0.2613 0.99786D-10  1  0  118.92   99.134  0.03104  259.98  252.32   21.502   27.393   13.91   971.25
 0.13720D+01   0.5118   0.0000   12.615   0.2751 0.10199D-09  1  0  122.72  102.292  0.03281  259.30  251.92   20.725   27.081   13.98   972.05
 0.13743D+01   0.5113   0.0000   12.647   0.2945 0.10641D-09  1  0  126.18  105.154  0.03458  258.65  251.64   19.857   26.888   14.00   972.86
 0.13765D+01   0.5107   0.0000   12.667   0.3199 0.11305D-09  1  0  129.26  107.701  0.03632  258.03  251.47   18.894   26.823   13.95   973.66
 0.13788D+01   0.5101   0.0000   12.673   0.3516 0.12195D-09  1  0  131.94  109.913  0.03797  257.47  251.43   17.836   26.897   13.84   974.46
 0.13811D+01   0.5096   0.0000   12.662   0.3902 0.13323D-09  1  0  134.20  111.772  0.03948  256.97  251.54   16.682   27.121   13.67   975.27
 0.13834D+01   0.5090   0.0000   12.633   0.4358 0.14701D-09  1  0  136.02  113.260  0.04077  256.56  251.80   15.431   27.507   13.43   976.07
 0.13856D+01   0.5084   0.0000   12.583   0.4890 0.16345D-09  1  0  137.38  114.361  0.04178  256.24  252.22   14.086   28.066   13.12   976.87
 0.13879D+01   0.5079   0.0000   12.511   0.5497 0.18274D-09  1  0  138.27  115.058  0.04245  256.04  252.80   12.650   28.807   12.76   977.67
 0.13902D+01   0.5073   0.0000   12.418   0.6183 0.20506D-09  1  0  138.66  115.336  0.04272  255.95  253.54   11.128   29.735   12.35   978.46
 0.13924D+01   0.5068   0.0000   12.304   0.6945 0.23064D-09  1  0  138.56  115.180  0.04257  256.00  254.43    9.526   30.853   11.91   979.26
 0.13947D+01   0.5062   0.0000   12.173   0.7783 0.25971D-09  1  0  137.94  114.576  0.04199  256.18  255.46    7.852   32.157   11.45   980.06
 0.13970D+01   0.5056   0.0000   12.029   0.8690 0.29252D-09  1  0  136.80  113.509  0.04100  256.49  256.61    6.116   33.639   10.97   980.85
 0.13992D+01   0.5051   0.0000   11.874   0.9662 0.32938D-09  1  0  134.94  111.966  0.03964  256.92  257.85    4.329   35.284   10.50   981.65
 0.14015D+01   0.5045   0.0000   11.714   1.0689 0.37062D-09  1  0  132.49  109.933  0.03799  257.47  259.17    2.506   37.072   10.04   982.44
 0.14038D+01   0.5039   0.0000   11.553   1.1760 0.41668D-09  1  0  129.44  107.401  0.03610  258.11  260.54    0.664   38.980    9.61   983.24
 0.14061D+01   0.5034   0.0000   11.394   1.2862 0.46808D-09  1  0  125.78  104.361  0.03407  258.83  263.71    0.000   42.004    8.58   984.03
 0.14083D+01   0.5028   0.0000   11.252   1.3981 0.52488D-09  1  0  121.65  100.935  0.03202  259.60  265.47    0.000   45.657    8.11   984.82
 0.14106D+01   0.5023   0.0000   11.158   1.5099 0.58535D-09  1  0  117.55   97.534  0.03022  260.32  267.13    0.000   49.311    7.70   985.61
 0.14129D+01   0.5017   0.0000   11.087   1.6201 0.64916D-09  1  0  113.47   94.154  0.02860  260.99  268.66    0.000   52.908    7.35   986.40
 0.14151D+01   0.5012   0.0000   11.028   1.7266 0.71592D-09  1  0  109.42   90.790  0.02716  261.62  270.06    0.000   56.388    7.05   987.19
 0.14174D+01   0.5006   0.0000   10.978   1.8278 0.78519D-09  1  0  105.38   87.439  0.02585  262.23  271.32    0.000   59.692    6.79   987.97
 0.14197D+01   0.5000   0.0000   10.935   1.9217 0.85647D-09  1  1   81.89   84.097  0.02465  262.81  272.42   -0.791   62.051    6.79   988.76
 0.14219D+01   0.4995   0.0000   10.889   2.0066 0.93043D-09  1  1   87.96   80.650  0.02353  263.38  273.36   -1.710   63.992    6.62   989.55
 0.14242D+01   0.4989   0.0000   10.831   2.0808 0.10092D-08  1  1   86.45   76.921  0.02242  263.98  274.13   -2.559   65.642    6.50   990.33
 0.14265D+01   0.4984   0.0000   10.771   2.1430 0.10933D-08  1  1   83.10   72.936  0.02134  264.59  274.72   -3.324   66.964    6.41   991.12
 0.14287D+01   0.4978   0.0000   10.713   2.1918 0.11834D-08  1  1   78.92   68.726  0.02030  265.21  275.11   -3.987   67.934    6.36   991.90
 0.14310D+01   0.4973   0.0000   10.658   2.2262 0.12805D-08  1  1   74.24   64.328  0.01931  265.84  275.30   -4.528   68.540    6.34   992.68
 0.14333D+01   0.4967   0.0000   10.608   2.2456 0.13856D-08  1  1   69.24   59.789  0.01838  266.47  275.29   -4.922   68.784    6.37   993.46
 0.14356D+01   0.4962   0.0000   10.564   2.2495 0.15000D-08  1  1   64.03   55.162  0.01751  267.08  275.09   -5.142   68.680    6.42   994.24
 0.14378D+01   0.4956   0.0000   10.528   2.2379 0.16246D-08  1  1   58.74   50.514  0.01671  267.68  274.69   -5.157   68.257    6.50   995.02
 0.14401D+01   0.4951   0.0000   10.500   2.2110 0.17604D-08  1  1   53.48   45.921  0.01599  268.25  274.12   -4.938   67.556    6.61   995.80
 0.14424D+01   0.4945   0.0000   10.482   2.1694 0.19073D-08  1  1   48.35   41.468  0.01535  268.79  273.40   -4.453   66.628    6.74   996.58
