R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.37396D+01   0.1824   0.0000    9.662   0.2648 0.10190D-09  1  0  117.91   98.297  0.03061  260.16  252.51   21.567   27.583   13.84  1456.38
 0.37419D+01   0.1822   0.0000    9.754   0.2549 0.94487D-10  1  0  122.76  102.330  0.03283  259.29  251.64   21.112   26.760   14.15  1456.59
 0.37441D+01   0.1821   0.0000    9.841   0.2504 0.89690D-10  1  0  127.34  106.143  0.03523  258.41  250.83   20.548   26.025   14.43  1456.79
 0.37464D+01   0.1819   0.0000    9.923   0.2510 0.87207D-10  1  0  131.63  109.705  0.03781  257.53  250.08   19.877   25.379   14.68  1456.99
 0.37487D+01   0.1818   0.0000    9.998   0.2569 0.86840D-10  1  0  135.58  112.989  0.04053  256.64  249.42   19.103   24.827   14.88  1457.18
 0.37510D+01   0.1816   0.0000   10.063   0.2681 0.88471D-10  1  0  139.17  115.971  0.04335  255.76  248.85   18.230   24.377   15.04  1457.38
 0.37532D+01   0.1814   0.0000   10.115   0.2849 0.92056D-10  1  0  142.38  118.631  0.04620  254.91  248.40   17.262   24.040   15.14  1457.58
 0.37555D+01   0.1813   0.0000   10.149   0.3075 0.97605D-10  1  0  145.19  120.950  0.04901  254.10  248.07   16.203   23.831   15.17  1457.78
 0.37578D+01   0.1811   0.0000   10.162   0.3363 0.10518D-09  1  0  147.57  122.916  0.05166  253.36  247.90   15.061   23.765   15.12  1457.98
 0.37600D+01   0.1810   0.0000   10.150   0.3717 0.11487D-09  1  0  149.52  124.517  0.05403  252.71  247.91   13.843   23.861   14.98  1458.18
 0.37623D+01   0.1808   0.0000   10.107   0.4140 0.12682D-09  1  0  151.04  125.748  0.05601  252.19  248.10   12.557   24.136   14.74  1458.37
 0.37646D+01   0.1807   0.0000   10.032   0.4637 0.14115D-09  1  0  152.12  126.603  0.05747  251.80  248.50   11.210   24.608   14.42  1458.57
 0.37668D+01   0.1805   0.0000    9.926   0.5209 0.15802D-09  1  0  152.76  127.081  0.05831  251.58  249.10    9.808   25.288   14.00  1458.76
 0.37691D+01   0.1804   0.0000    9.789   0.5859 0.17761D-09  1  0  152.97  127.181  0.05849  251.53  249.90    8.356   26.184   13.52  1458.96
 0.37714D+01   0.1802   0.0000    9.628   0.6586 0.20006D-09  1  0  152.76  126.900  0.05799  251.66  250.89    6.858   27.298   12.98  1459.16
 0.37737D+01   0.1800   0.0000    9.446   0.7390 0.22555D-09  1  0  152.14  126.233  0.05683  251.97  252.04    5.314   28.623   12.41  1459.35
 0.37759D+01   0.1799   0.0000    9.252   0.8266 0.25426D-09  1  0  150.86  125.173  0.05507  252.44  253.33    3.728   30.149   11.83  1459.54
 0.37782D+01   0.1797   0.0000    9.052   0.9209 0.28635D-09  1  0  149.10  123.710  0.05281  253.05  254.74    2.101   31.857   11.25  1459.74
 0.37805D+01   0.1796   0.0000    8.853   1.0212 0.32203D-09  1  0  146.83  121.830  0.05016  253.78  256.22    0.440   33.724   10.69  1459.93
 0.37827D+01   0.1794   0.0000    8.658   1.1264 0.36152D-09  1  0  144.04  119.519  0.04724  254.61  259.64    0.000   36.786    9.42  1460.13
 0.37850D+01   0.1793   0.0000    8.498   1.2354 0.40455D-09  1  0  140.94  116.941  0.04435  255.46  261.64    0.000   40.345    8.80  1460.32
 0.37873D+01   0.1791   0.0000    8.398   1.3467 0.45003D-09  1  0  137.88  114.405  0.04182  256.23  263.56    0.000   43.980    8.26  1460.51
 0.37896D+01   0.1790   0.0000    8.323   1.4588 0.49761D-09  1  0  134.85  111.892  0.03958  256.94  265.37    0.000   47.640    7.79  1460.70
 0.37918D+01   0.1788   0.0000    8.263   1.5699 0.54685D-09  1  0  131.85  109.397  0.03757  257.61  267.07    0.000   51.271    7.37  1460.89
 0.37941D+01   0.1787   0.0000    8.212   1.6784 0.59722D-09  1  0  128.85  106.915  0.03576  258.23  268.65    0.000   54.812    7.01  1461.09
 0.37964D+01   0.1785   0.0000    8.170   1.7823 0.64813D-09  1  0   33.23  104.444  0.03412  258.81  270.10   -0.211   58.020    6.99  1461.28
 0.37986D+01   0.1784   0.0000    8.132   1.8797 0.69900D-09  1  1  103.85  101.974  0.03262  259.37  271.40   -1.011   60.504    6.73  1461.47
 0.38009D+01   0.1782   0.0000    8.078   1.9689 0.75063D-09  1  1  108.24   99.293  0.03113  259.95  272.56   -1.750   62.766    6.53  1461.66
 0.38032D+01   0.1781   0.0000    8.018   2.0482 0.80289D-09  1  1  107.67   96.386  0.02965  260.55  273.55   -2.422   64.759    6.36  1461.85
 0.38054D+01   0.1779   0.0000    7.958   2.1161 0.85541D-09  1  1  105.50   93.275  0.02821  261.16  274.38   -3.018   66.438    6.24  1462.04
 0.38077D+01   0.1778   0.0000    7.901   2.1711 0.90781D-09  1  1  102.52   89.983  0.02683  261.77  275.03   -3.530   67.770    6.15  1462.22
 0.38100D+01   0.1776   0.0000    7.847   2.2123 0.95968D-09  1  1   99.05   86.537  0.02551  262.39  275.50   -3.943   68.729    6.10  1462.41
 0.38123D+01   0.1775   0.0000    7.799   2.2386 0.10105D-08  1  1   95.25   82.968  0.02427  263.00  275.78   -4.245   69.302    6.09  1462.60
 0.38145D+01   0.1773   0.0000    7.755   2.2497 0.10598D-08  1  1   91.21   79.312  0.02312  263.60  275.87   -4.417   69.489    6.11  1462.79
 0.38168D+01   0.1772   0.0000    7.718   2.2452 0.11068D-08  1  1   87.02   75.611  0.02205  264.18  275.78   -4.442   69.300    6.17  1462.98
 0.38191D+01   0.1770   0.0000    7.688   2.2252 0.11506D-08  1  1   82.73   71.916  0.02107  264.74  275.51   -4.302   68.756    6.25  1463.16
 0.38213D+01   0.1769   0.0000    7.666   2.1903 0.11900D-08  1  1   78.42   68.279  0.02019  265.28  275.08   -3.980   67.890    6.37  1463.35
 0.38236D+01   0.1767   0.0000    7.652   2.1410 0.12236D-08  1  1   74.09   64.763  0.01940  265.78  274.50   -3.463   66.739    6.51  1463.54
 0.38259D+01   0.1766   0.0000    7.647   2.0784 0.12496D-08  1  1   69.70   61.430  0.01870  266.24  273.79   -2.740   65.348    6.68  1463.72
 0.38281D+01   0.1764   0.0000    7.651   2.0038 0.12658D-08  1  1   64.82   58.347  0.01810  266.66  272.97   -1.808   63.763    6.88  1463.91
 0.38304D+01   0.1763   0.0000    7.665   1.9185 0.12700D-08  1  1   55.11   55.580  0.01759  267.03  272.05   -0.672   62.030    7.10  1464.09
 0.38327D+01   0.1761   0.0000    7.687   1.8244 0.12607D-08  1  0   64.06   53.157  0.01716  267.34  271.07    0.000   59.579    7.32  1464.28
 0.38350D+01   0.1760   0.0000    7.698   1.7230 0.12441D-08  1  0   61.22   50.797  0.01676  267.64  270.04    0.000   56.268    7.62  1464.46
 0.38372D+01   0.1758   0.0000    7.702   1.6162 0.12219D-08  1  0   58.38   48.440  0.01638  267.94  269.73    0.879   53.608    7.72  1464.64
 0.38395D+01   0.1757   0.0000    7.737   1.5060 0.11802D-08  1  0   56.26   46.680  0.01611  268.16  269.14    3.562   52.534    7.90  1464.83
 0.38418D+01   0.1755   0.0000    7.799   1.3941 0.11143D-08  1  0   55.12   45.736  0.01596  268.27  268.48    6.119   51.294    8.10  1465.01
 0.38440D+01   0.1754   0.0000    7.874   1.2823 0.10286D-08  1  0   54.82   45.569  0.01594  268.29  267.75    8.518   49.904    8.33  1465.19
 0.38463D+01   0.1752   0.0000    7.960   1.1721 0.92906D-09  1  0   55.42   46.134  0.01602  268.22  266.97   10.734   48.388    8.58  1465.37
 0.38486D+01   0.1751   0.0000    8.053   1.0652 0.82268D-09  1  0   56.87   47.384  0.01622  268.07  266.13   12.750   46.773    8.86  1465.55
 0.38508D+01   0.1749   0.0000    8.152   0.9627 0.71602D-09  1  0   59.09   49.263  0.01651  267.84  265.23   14.558   45.092    9.17  1465.74
 0.38531D+01   0.1748   0.0000    8.255   0.8657 0.61439D-09  1  0   62.01   51.712  0.01691  267.53  264.29   16.155   43.375    9.50  1465.92
 0.38554D+01   0.1746   0.0000    8.361   0.7752 0.52142D-09  1  0   65.54   54.665  0.01742  267.15  263.31   17.544   41.653    9.85  1466.10
 0.38577D+01   0.1745   0.0000    8.469   0.6917 0.43909D-09  1  0   69.60   58.052  0.01804  266.70  262.29   18.730   39.952   10.22  1466.28
 0.38599D+01   0.1743   0.0000    8.578   0.6157 0.36803D-09  1  0   74.09   61.802  0.01878  266.19  261.25   19.719   38.297   10.60  1466.46
 0.38622D+01   0.1742   0.0000    8.688   0.5475 0.30795D-09  1  0   78.94   65.843  0.01964  265.63  260.18   20.520   36.704   10.99  1466.64
 0.38645D+01   0.1740   0.0000    8.798   0.4870 0.25798D-09  1  0   84.05   70.103  0.02063  265.01  259.10   21.141   35.188   11.39  1466.82
 0.38667D+01   0.1739   0.0000    8.907   0.4341 0.21699D-09  1  0   89.35   74.516  0.02175  264.35  258.02   21.592   33.757   11.79  1466.99
 0.38690D+01   0.1737   0.0000    9.014   0.3887 0.18377D-09  1  0   94.75   79.017  0.02303  263.65  256.95   21.882   32.417   12.19  1467.17
 0.38713D+01   0.1736   0.0000    9.120   0.3504 0.15715D-09  1  0  100.19   83.544  0.02447  262.90  255.90   22.020   31.170   12.58  1467.35
 0.38735D+01   0.1735   0.0000    9.224   0.3189 0.13609D-09  1  0  105.59   88.045  0.02607  262.12  254.87   22.016   30.016   12.96  1467.53
 0.38758D+01   0.1733   0.0000    9.325   0.2937 0.11969D-09  1  0  110.91   92.467  0.02786  261.31  253.87   21.878   28.954   13.33  1467.70
 0.38781D+01   0.1732   0.0000    9.425   0.2745 0.10720D-09  1  0  116.07   96.766  0.02984  260.47  252.91   21.613   27.981   13.68  1467.88
 0.38803D+01   0.1730   0.0000    9.521   0.2610 0.98008D-10  1  0  121.04  100.901  0.03201  259.61  251.99   21.228   27.095   14.01  1468.06
 0.38826D+01   0.1729   0.0000    9.613   0.2529 0.91635D-10  1  0  125.77  104.835  0.03437  258.72  251.13   20.729   26.296   14.32  1468.23
 0.38849D+01   0.1727   0.0000    9.702   0.2500 0.87725D-10  1  0  130.22  108.536  0.03693  257.83  250.32   20.118   25.583   14.60  1468.41
 0.38872D+01   0.1726   0.0000    9.784   0.2524 0.86023D-10  1  0  134.36  111.973  0.03965  256.92  249.59   19.402   24.960   14.84  1468.58
 0.38894D+01   0.1724   0.0000    9.858   0.2599 0.86367D-10  1  0  138.15  115.121  0.04251  256.02  248.95   18.583   24.432   15.04  1468.76
 0.38917D+01   0.1723   0.0000    9.920   0.2729 0.88668D-10  1  0  141.57  117.957  0.04545  255.13  248.40   17.666   24.010   15.19  1468.93
 0.38940D+01   0.1722   0.0000    9.968   0.2916 0.92904D-10  1  0  144.59  120.462  0.04839  254.28  247.98   16.656   23.706   15.27  1469.10
 0.38962D+01   0.1720   0.0000    9.996   0.3162 0.99106D-10  1  0  147.20  122.620  0.05124  253.48  247.70   15.560   23.536   15.28  1469.28
 0.38985D+01   0.1719   0.0000   10.000   0.3471 0.10735D-09  1  0  149.39  124.419  0.05388  252.76  247.58   14.385   23.518   15.20  1469.45
 0.39008D+01   0.1717   0.0000    9.976   0.3847 0.11774D-09  1  0  151.14  125.851  0.05618  252.14  247.65   13.140   23.669   15.03  1469.62
 0.39030D+01   0.1716   0.0000    9.919   0.4294 0.13042D-09  1  0  152.46  126.912  0.05801  251.66  247.92   11.832   24.010   14.76  1469.80
 0.39053D+01   0.1714   0.0000    9.830   0.4815 0.14552D-09  1  0  153.34  127.600  0.05926  251.33  248.39   10.470   24.553   14.39  1469.97
 0.39076D+01   0.1713   0.0000    9.708   0.5412 0.16321D-09  1  0  153.80  127.915  0.05985  251.18  249.07    9.059   25.311   13.95  1470.14
 0.39099D+01   0.1711   0.0000    9.557   0.6088 0.18365D-09  1  0  153.83  127.856  0.05974  251.21  249.95    7.602   26.288   13.43  1470.31
 0.39121D+01   0.1710   0.0000    9.383   0.6840 0.20699D-09  1  0  153.46  127.420  0.05893  251.42  251.02    6.101   27.483   12.87  1470.48
 0.39144D+01   0.1709   0.0000    9.192   0.7668 0.23341D-09  1  0  152.58  126.604  0.05747  251.80  252.24    4.557   28.888   12.28  1470.65
 0.39167D+01   0.1707   0.0000    8.991   0.8566 0.26307D-09  1  0  151.13  125.397  0.05543  252.34  253.59    2.971   30.489   11.69  1470.82
 0.39189D+01   0.1706   0.0000    8.788   0.9530 0.29615D-09  1  0  149.19  123.788  0.05293  253.01  255.04    1.347   32.265   11.11  1470.99
 0.39212D+01   0.1704   0.0000    8.587   1.0550 0.33285D-09  1  0  146.75  121.765  0.05007  253.80  258.15    0.000   34.454    9.88  1471.16
 0.39235D+01   0.1703   0.0000    8.395   1.1616 0.37339D-09  1  0  143.80  119.317  0.04700  254.68  260.21    0.000   37.935    9.21  1471.33
 0.39257D+01   0.1701   0.0000    8.268   1.2715 0.41678D-09  1  0  140.79  116.817  0.04422  255.50  262.19    0.000   41.524    8.62  1471.50
 0.39280D+01   0.1700   0.0000    8.181   1.3832 0.46244D-09  1  0  137.81  114.349  0.04177  256.25  264.08    0.000   45.173    8.10  1471.66
 0.39303D+01   0.1699   0.0000    8.113   1.4952 0.51000D-09  1  0  134.86  111.902  0.03959  256.94  265.86    0.000   48.830    7.64  1471.83
 0.39326D+01   0.1697   0.0000    8.058   1.6057 0.55895D-09  1  0  131.93  109.469  0.03763  257.59  267.53    0.000   52.438    7.24  1472.00
 0.39348D+01   0.1696   0.0000    8.012   1.7128 0.60877D-09  1  0  129.02  107.049  0.03586  258.19  269.08    0.000   55.937    6.90  1472.17
 0.39371D+01   0.1694   0.0000    7.972   1.8148 0.65883D-09  1  0   91.68  104.638  0.03425  258.77  270.48   -0.554   58.785    6.89  1472.33
 0.39394D+01   0.1693   0.0000    7.929   1.9098 0.70901D-09  1  1  108.16  102.154  0.03273  259.33  271.74   -1.322   61.214    6.65  1472.50
 0.39416D+01   0.1692   0.0000    7.871   1.9960 0.75992D-09  1  1  109.71   99.434  0.03120  259.92  272.86   -2.026   63.407    6.46  1472.66
 0.39439D+01   0.1690   0.0000    7.811   2.0717 0.81118D-09  1  1  108.40   96.500  0.02971  260.52  273.81   -2.659   65.316    6.31  1472.83
 0.39462D+01   0.1689   0.0000    7.752   2.1355 0.86241D-09  1  1  105.93   93.373  0.02826  261.14  274.59   -3.215   66.898    6.19  1472.99
 0.39484D+01   0.1687   0.0000    7.697   2.1861 0.91317D-09  1  1  102.81   90.078  0.02687  261.75  275.19   -3.683   68.123    6.12  1473.16
 0.39507D+01   0.1686   0.0000    7.645   2.2225 0.96303D-09  1  1   99.27   86.642  0.02555  262.37  275.60   -4.049   68.969    6.08  1473.32
 0.39530D+01   0.1684   0.0000    7.599   2.2439 0.10114D-08  1  1   95.44   83.097  0.02432  262.98  275.83   -4.300   69.427    6.08  1473.48
 0.39553D+01   0.1683   0.0000    7.558   2.2499 0.10578D-08  1  1   91.41   79.481  0.02317  263.57  275.87   -4.417   69.498    6.11  1473.65
 0.39575D+01   0.1682   0.0000    7.524   2.2404 0.11013D-08  1  1   87.24   75.838  0.02211  264.15  275.73   -4.383   69.197    6.17  1473.81
 0.39598D+01   0.1680   0.0000    7.497   2.2155 0.11409D-08  1  1   83.00   72.218  0.02115  264.70  275.42   -4.181   68.548    6.27  1473.97
 0.39621D+01   0.1679   0.0000    7.478   2.1757 0.11756D-08  1  1   78.74   68.676  0.02028  265.22  274.95   -3.796   67.585    6.39  1474.14
 0.39643D+01   0.1678   0.0000    7.468   2.1220 0.12036D-08  1  1   74.45   65.273  0.01951  265.71  274.33   -3.216   66.347    6.55  1474.30
 0.39666D+01   0.1676   0.0000    7.466   2.0553 0.12234D-08  1  1   69.99   62.072  0.01883  266.15  273.59   -2.432   64.880    6.73  1474.46
 0.39689D+01   0.1675   0.0000    7.474   1.9771 0.12328D-08  1  1   64.51   59.138  0.01825  266.55  272.74   -1.444   63.230    6.93  1474.62
 0.39712D+01   0.1673   0.0000    7.491   1.8887 0.12299D-08  1  0   37.62   56.537  0.01776  266.90  271.80   -0.260   61.440    7.16  1474.78
 0.39734D+01   0.1672   0.0000    7.513   1.7920 0.12146D-08  1  0   65.36   54.233  0.01735  267.20  270.80    0.000   58.523    7.39  1474.94
 0.39757D+01   0.1671   0.0000    7.521   1.6887 0.11937D-08  1  0   62.58   51.927  0.01695  267.50  269.75    0.000   55.148    7.70  1475.10
 0.39780D+01   0.1669   0.0000    7.527   1.5806 0.11666D-08  1  0   59.85   49.657  0.01658  267.79  269.44    1.431   52.960    7.80  1475.26
 0.39802D+01   0.1668   0.0000    7.569   1.4696 0.11186D-08  1  0   57.97   48.104  0.01633  267.98  268.83    4.085   51.832    7.99  1475.42
 0.39825D+01   0.1666   0.0000    7.635   1.3576 0.10491D-08  1  0   57.08   47.358  0.01621  268.07  268.15    6.605   50.544    8.20  1475.58
 0.39848D+01   0.1665   0.0000    7.713   1.2461 0.96247D-09  1  0   56.99   47.381  0.01622  268.07  267.40    8.959   49.118    8.44  1475.74
 0.39870D+01   0.1664   0.0000    7.802   1.1368 0.86489D-09  1  0   57.81   48.128  0.01633  267.98  266.59   11.125   47.576    8.70  1475.89
 0.39893D+01   0.1662   0.0000    7.897   1.0312 0.76276D-09  1  0   59.46   49.546  0.01656  267.80  265.73   13.089   45.948    8.99  1476.05
 0.39916D+01   0.1661   0.0000    7.998   0.9304 0.66195D-09  1  0   61.87   51.579  0.01689  267.54  264.81   14.844   44.264    9.31  1476.21
 0.39939D+01   0.1660   0.0000    8.103   0.8355 0.56697D-09  1  0   64.96   54.165  0.01733  267.21  263.85   16.389   42.555    9.65  1476.36
 0.39961D+01   0.1658   0.0000    8.211   0.7472 0.48081D-09  1  0   68.63   57.235  0.01789  266.81  262.85   17.725   40.850   10.00  1476.52
 0.39984D+01   0.1657   0.0000    8.321   0.6661 0.40495D-09  1  0   72.80   60.720  0.01856  266.34  261.81   18.858   39.173   10.38  1476.68
 0.40007D+01   0.1655   0.0000    8.432   0.5926 0.33976D-09  1  0   77.39   64.546  0.01935  265.81  260.75   19.796   37.546   10.77  1476.83
 0.40029D+01   0.1654   0.0000    8.543   0.5269 0.28481D-09  1  0   82.30   68.641  0.02028  265.23  259.67   20.546   35.985   11.16  1476.99
 0.40052D+01   0.1653   0.0000    8.654   0.4689 0.23921D-09  1  0   87.46   72.936  0.02134  264.59  258.58   21.116   34.502   11.57  1477.14
 0.40075D+01   0.1651   0.0000    8.763   0.4185 0.20187D-09  1  0   92.77   77.361  0.02254  263.91  257.50   21.518   33.105   11.97  1477.30
 0.40097D+01   0.1650   0.0000    8.872   0.3755 0.17167D-09  1  0   98.16   81.854  0.02391  263.18  256.42   21.759   31.799   12.37  1477.45
 0.40120D+01   0.1649   0.0000    8.979   0.3394 0.14753D-09  1  0  103.57   86.356  0.02545  262.42  255.37   21.850   30.583   12.76  1477.60
 0.40143D+01   0.1647   0.0000    9.084   0.3100 0.12850D-09  1  0  108.92   90.812  0.02716  261.62  254.34   21.799   29.459   13.14  1477.76
 0.40165D+01   0.1646   0.0000    9.187   0.2868 0.11376D-09  1  0  114.16   95.173  0.02907  260.79  253.34   21.614   28.425   13.51  1477.91
 0.40188D+01   0.1645   0.0000    9.287   0.2695 0.10263D-09  1  0  119.24   99.396  0.03118  259.93  252.38   21.303   27.477   13.86  1478.06
 0.40211D+01   0.1643   0.0000    9.385   0.2577 0.94576D-10  1  0  124.10  103.440  0.03350  259.04  251.47   20.872   26.614   14.19  1478.22
 0.40234D+01   0.1642   0.0000    9.478   0.2514 0.89165D-10  1  0  128.70  107.269  0.03601  258.14  250.61   20.326   25.837   14.50  1478.37
 0.40256D+01   0.1640   0.0000    9.567   0.2502 0.86089D-10  1  0  133.01  110.851  0.03872  257.22  249.82   19.669   25.146   14.77  1478.52
 0.40279D+01   0.1639   0.0000    9.649   0.2542 0.85132D-10  1  0  136.99  114.158  0.04159  256.30  249.10   18.907   24.546   15.01  1478.67
 0.40302D+01   0.1638   0.0000    9.722   0.2636 0.86161D-10  1  0  140.61  117.165  0.04459  255.39  248.47   18.043   24.044   15.20  1478.82
 0.40324D+01   0.1636   0.0000    9.781   0.2784 0.89118D-10  1  0  143.84  119.850  0.04764  254.49  247.96   17.082   23.651   15.34  1478.97
 0.40347D+01   0.1635   0.0000    9.824   0.2989 0.94000D-10  1  0  146.68  122.195  0.05066  253.64  247.57   16.032   23.382   15.40  1479.12
 0.40370D+01   0.1634   0.0000    9.844   0.3255 0.10086D-09  1  0  149.09  124.188  0.05353  252.85  247.34   14.901   23.255   15.39  1479.27
 0.40393D+01   0.1632   0.0000    9.837   0.3586 0.10978D-09  1  0  151.08  125.817  0.05612  252.16  247.28   13.696   23.288   15.28  1479.42
 0.40415D+01   0.1631   0.0000    9.800   0.3985 0.12088D-09  1  0  152.63  127.080  0.05831  251.58  247.42   12.428   23.500   15.07  1479.57
 0.40438D+01   0.1630   0.0000    9.728   0.4456 0.13430D-09  1  0  153.75  127.972  0.05996  251.15  247.76   11.104   23.909   14.76  1479.72
 0.40461D+01   0.1628   0.0000    9.623   0.5001 0.15019D-09  1  0  154.45  128.496  0.06097  250.89  248.32    9.731   24.528   14.36  1479.86
